,Unnamed: 0,avalanche_obs,comment,documents,group_activity,id,location,location_coords,location_coords_type,location_desc,location_elevation,location_province,num_fatal,num_injured,num_involved,ob_date,snowpack_comment,snowpack_obs,weather_comment,weather_obs,alt_coord
86,86,"[{'observation_date': '2009-03-27 13:45', 'size': '2.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'SW', 'elevation': 2300, 'slab_width': 70, 'slab_thickness': 70}]","The deceased was the first of nine sledders highmarking when the avalanche was triggered. Approximate burrial time was 15 mins. He was buried approximately 7 ft deep. CPR was administered on scene and en-route to hospital by SAR and local heli-ski guides, but was unsuccessful.",[],Snowmobiling,6bb3a32e-85d5-4932-beda-00e2fcee4715,Valley of the Lakes,"[-117.058059692383, 50.9183311462402]",LatLon,"app. 20 km SW of Parson, BC",,BC,1,0.0,1.0,2009-03-27,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",Light flurries 24 hours preceding incident,"{'temp_present': -2, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': 'M', 'wind_dir': 'W', 'sky': '', 'precip': 'Nil'}","[None, None]"
87,87,"[{'observation_date': '2009-03-25 12:45', 'size': '3.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'NE', 'elevation': 2150, 'slab_width': 250, 'slab_thickness': 150}]",Five snowmobilers were highmarking in a lee bowl feature at and approximately 200m above treeline. The event occurred as one rider reached broken terrain above the group. The terrain comprised spaced sub-alpine trees and 45-50 degree alpine rock bands. The four others were positioned in what was to become the bottom of the run out zone. The subject triggered the slope mid start zone and was carried approximately 150-200m to skiers left flank trees. He was located by beacon and dug out by party members after 20-30 minutes. Depth of burial was approximately 3m. CPR was administered for 30 mins but rescusitation was ineffective. The sled was partially buried and was ultimately able to be rode out.,"[{'title': 'Kimberly BC - Hell Roaring Area Avalanche Claims Life of One Snowmobiler', 'source': 'RCMP Chris Faulkner', 'url': '/public/legacy_doc/a9373dc0-57d8-497e-a712-ce6fbfa03541/090325_RCMP_PressRelease.pdf', 'date': ['2009-03-25']}, {'title': 'Kimberly - Avalanche in the Hell Roaring Area', 'source': 'RCMP Chris Faulkner', 'url': '/public/legacy_doc/d6d95461-357f-418c-b976-eb2a8bbcb042/090325_RCMP_PressRelease2.pdf', 'date': ['2009-03-25']}]",Snowmobiling,e54fb375-25b0-4aba-ab64-0f2b54e06ef5,Hell Roaring Creek,"[116.276702880859, 49.4763488769531]",LatLon,"Forest Service Road, 20 km S",2150.0,BC,1,0.0,1.0,2009-03-25,No natural activity observed. Boot penetration around 20cm. No other snowpack data collected due to time constraints.,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",Snow squalls observed. Visibility often obscured.,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': 'M', 'wind_dir': 'SW', 'sky': 'X', 'precip': 'S1'}","[None, None]"
88,88,"[{'observation_date': '2009-03-24', 'size': '', 'type': '', 'trigger': 'Ma', 'aspect': 'NW', 'elevation': 1920, 'slab_width': 30, 'slab_thickness': 50}]","One snowmobiler triggered avalanche which overtook a second snowmobiler lower on
the slope. Third person involved but not buried. The two who were caught were buried 4
- 6 feet located and partially uncovered by the third member of party. No vital signs
when uncovered.","[{'title': 'Snowmobilers Bodies Found After Avalanche', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/39fde5e9-1b5a-4e2d-9a1e-32ad2bf81afc/090327_GlobeAndMailArticle2.pdf', 'date': ['2009-03-27']}, {'title': 'Snowmobilers Caught in Avalanche Found', 'source': 'RCMP McBride', 'url': '/public/legacy_doc/88db839c-fd6a-4241-83bf-aee9a8f89db9/090326_RCMPPress.pdf', 'date': ['2009-03-26']}, {'title': 'McBride- Three Snowmobilers in Avalanche', 'source': 'RCMP McBride', 'url': '/public/legacy_doc/335f67b6-eccc-46e0-9035-bc3e541699eb/090325_RCMP_PressRelease.pdf', 'date': ['2009-03-25']}, {'title': 'One Dead Two Missing as Separate Avalanches Hit Snowmobies', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/406126fa-9617-439c-a403-cf7c55445fe3/090325_GlobeAndMailArticle1.pdf', 'date': ['2009-03-25']}]",Snowmobiling,69253e22-d2c0-471a-bce4-43fb59837662,Renshaw Creek,"[53.5072212219238, 123.051940917969]",LatLon,near McBride,1920.0,BC,2,0.0,2.0,2009-03-24,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[-120.005556, 53.640833]"
89,89,"[{'observation_date': '2009-03-21 15:00', 'size': '3.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'SE', 'elevation': 2100, 'slab_width': 400, 'slab_thickness': 120}]","The group was snowmobiling in the Whitewater Creek area near Blue River. They were moving from bowl, gradually increasing their high marks, although it appears as though the survivors considered that they were making conservative terrain choices on account of the poor avalanche conditions. The deceased and one other headed to a mid slope bench and triggered the avalanche. The survivor managed to ride out of the avalanche. The deceased was dragged through sparse trees and was found partially buried in the snow with his breathing impaired. The deceased's ABS pack had been deployed.","[{'title': 'Clearwater Valemount - Avalanche Near Blue River Claims Alberta Man', 'source': 'RCMP Valemount', 'url': '/public/legacy_doc/4a28fd94-6e5a-4131-a467-4f8e5c7da3dd/090323_RCMP_PressRelease.pdf', 'date': ['2009-03-23']}, {'title': 'Man Dies in An Avlanche Near Blue River *Update*', 'source': 'RCMP Clearwater', 'url': '/public/legacy_doc/bf3bcf22-a0e8-47db-b695-ec6e59b55833/080328_RCMP_PressRelease.pdf', 'date': ['2008-03-28']}]",Snowmobiling,b51b1b52-2ed0-42f4-9d89-0f394e09aa1f,Whitewater Creek,"[None, None]",,near Blue River,2100.0,BC,1,1.0,,2009-03-21,"Widespread natural avalanche cycle 24 hrs to size 4
Huge load and wind in past week","{'hs': None, 'hn24': None, 'hst': 40, 'hst_reset': '2009-03-19'}","40 cm snowfall and strong winds from S in past 48 hours. Signs of thaw instability observed. Mod solar radiation at time of avalanche.
Moderate solar radiation at time of avalanche.","{'temp_present': None, 'temp_max': 3, 'temp_min': -5, 'temp_trend': '', 'wind_speed': 'S', 'wind_dir': 'S', 'sky': 'SCT', 'precip': ''}","[-117.136111, 50.039444]"
90,90,"[{'observation_date': '2009-03-18', 'size': '2.5', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'SW', 'elevation': 1700, 'slab_width': 200, 'slab_thickness': 100}]","Two snowmobilers were snowmobiling on Mica Mountain, 130 km NE of 100 Mile House when they were struck by an avalanche. One of the two males was completely buried. The survivor attempted to locate the buried victim but was unsucessful and then left the scene to summon help.

The uninjured snowmobiler had made his way out to a residence near Canim Lake where he contacted police. He then returned to the
scene of the slide and continued his search for his friend. Other snowmobilers who were in the area joined the search and were able to
locate the male with the use of an emergency beacon. All efforts to revive the man were unsuccessful. The snowmobilers were unable
to remove the deceased and were forced to vacated the area due to darkness.","[{'title': 'BC Snowmobiler Dies In Avalanche', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/a41fbb65-67ec-40dd-90a1-181f5893b324/090319_GlobeAndMailArticle.pdf', 'date': ['2009-03-19']}, {'title': '100 Mile House - Mica Mountain SM Caught in Fatal Avalanche', 'source': 'RCMP 100 Mile House', 'url': '/public/legacy_doc/577b34a6-8917-40ab-8f2c-5b5d0a2d1946/090319_RCMP_PressRelease.pdf', 'date': ['2009-03-19']}]",Snowmobiling,4c2389e7-b5b7-4f82-9b6a-6f4a8fceaa8e,Mica Mountain,"[120.369499206543, 52.1086120605469]",LatLon,Spanish Lake Area,1700.0,BC,1,0.0,1.0,2009-03-18,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}","Marginal visibility in flat light, moderate to strong westerly winds.","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': 'M', 'wind_dir': 'W', 'sky': '', 'precip': ''}","[-120.426944, 52.143611]"
91,91,"[{'observation_date': '2009-03-07 14:20', 'size': '2.5', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'SE', 'elevation': 2470, 'slab_width': 125, 'slab_thickness': 40}]","The avalanche occurred in the Ozone Permanent Avalanche Closure area at Kicking Horse Mountain Resort. Two skiers from a group of four descended onto the slope, while the other two remained on the ridge at the top of the slope. The two that descended triggered the avalanche and were buried in the avalanche path. The two that remained at the top were not caught in the avalanche.

Rescue team members from the Golden Search and Rescue Team, long side with the Kicking Horse Mountain Resort
staff located the two buried skiers within half an hour of the call being received. Both were unresponsive when
located and CPR was immediately administered. The two were airlifted, from the site directly to the Golden District
Hospital where they were pronounced deceased. Rescuers reported that the first male was located approximately
70cm below the surface of the avalanche, with the second being found approximately 60cm below the surface.
Rescuers confirmed that at least one of the skiers was equipped with a emergency locator beacon.","[{'title': 'Two Skiers Killed in BC Avalanche', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/6e690481-f114-4111-8879-5c49d8104be1/090307_GlobeAndMailArticle1.pdf', 'date': ['2009-03-07']}, {'title': 'Avalanche Victims Died in Off Limits Area', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/f760b9e2-bcab-4ad2-926e-6a8c095d06d3/090308_GlobeAndMailArticle2.pdf', 'date': ['2009-03-08']}, {'title': '2 Men Die in Avalanche While Skiing Near Golden, BC', 'source': 'CBC News', 'url': '/public/legacy_doc/f7597242-51ac-430b-8bd4-9e3d8dbf0030/090307_CBCNews.pdf', 'date': ['2009-03-07']}, {'title': 'RCMP Press Release', 'source': 'RCMP Golden', 'url': '/public/legacy_doc/32652d8e-c876-482a-b776-a37a4ae5bd73/090307_RCMPPress.pdf', 'date': ['2009-03-08']}, {'title': 'Kicking Horse Press Release', 'source': 'Kicking Horse Mtn Resort', 'url': '/public/legacy_doc/5bcc3836-e02c-4baf-b09d-a970208aef55/090307_KckngHrsePrssRlse.pdf', 'date': ['2009-03-07']}, {'title': 'Avalanche of Grief', 'source': 'Edmonton Sun', 'url': '/public/legacy_doc/39af70e8-6e29-4ee7-b321-b20b6e4b69c6/090307_EdmontonSun.pdf', 'date': ['2009-03-08']}, {'title': 'Calgary Dentist, Race Car Driver, Identified as Avalanche Victims', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/b8768d0a-6a03-4d8c-8a26-d6de8a738d61/090310_GlobeAndMailArticle3.pdf', 'date': ['2009-03-10']}, {'title': 'Golden RCMP Repsonse to Fatal Avalanche at KHMR', 'source': 'RCMP Golden', 'url': '/public/legacy_doc/6c422e46-bca1-4b4e-b428-ee491323f766/090308_RCMP_PressRelease.pdf', 'date': ['2009-03-08']}]",Lift Skiing Closed,a3995998-f1e6-4830-bd8f-0c3b6fb0b065,Kicking Horse Mountain Resort,"[117.094444274902, 51.2819442749023]",LatLon,Ozone Permanent Avalanche Closure,2470.0,BC,2,0.0,2.0,2009-03-07,"Variable HS, mostly FC'd w/ variable CR's throughout. 03-Nov-2008 CR still intact at base.","{'hs': None, 'hn24': None, 'hst': 28, 'hst_reset': '2009-03-05'}","28 cm snowfall in past 48 hours. Light-moderate SW wind in past 48 hours. S-1, winds were moderate for a few hours from SW in am.","{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': 'M', 'wind_dir': 'SW', 'sky': '', 'precip': 'S-1'}","[None, None]"
92,92,"[{'observation_date': '2009-01-17 13:00', 'size': '3.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'N', 'elevation': 1800, 'slab_width': None, 'slab_thickness': None}]","From CAC incident report:

Group of 6 snowmobilers went up and over into the north side of Babcock Mountain.
There is a bowl with approximately 5 chutes in that immediate area. The victim was
high marking when he triggered the avalanche. The slide was concentrated in 2 of
the chutes. Witnesses saw the victim tumbling but lost track of him half way down
the slope. The victim was the only person using/wearing a beacon. It is not clear
how long it took to locate him. The victim was not wearing an air bag.","[{'title': 'Tumbler Ridge -Avalanche Causes Death near Tumbler Ridge', 'source': 'RCMP Tumbler Ridge', 'url': '/public/legacy_doc/6d4ea265-a712-488b-9340-384159c7d54d/090118_RCMP_PRessRelease.pdf', 'date': ['2009-01-18']}, {'title': 'Tumbler Ridge Update - Babcock Mountain Avalanche Fatality', 'source': 'RCMP Tumbler Ridge', 'url': '/public/legacy_doc/d9fd01b2-73cb-4bf3-b7ea-551ed90480a3/090120_RCMP_PrsRlsUpdate.pdf', 'date': ['2009-01-20']}, {'title': 'Tumbler Ridge Udate - Avalanche Victim Recovered', 'source': 'RCMP Tumbler Ridge', 'url': '/public/legacy_doc/385ed700-45ea-4b51-890f-89cb6ebb640d/090118_RCMP_PrsRlsVictmRcvrd.pdf', 'date': ['2009-01-18']}]",Snowmobiling,f003fb65-2874-4a82-9ead-f14c73aa5722,Babcock Mountain,"[54.5137901306152, 121.018692016602]",LatLon,near Tumbler Ridge,1800.0,BC,1,0.0,1.0,2009-01-17,,"{'hs': None, 'hn24': 0.0, 'hst': 0, 'hst_reset': ''}",No precipitation for a week prior to the incident,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': 'Nil'}","[-120.996389, 54.941111]"
93,93,"[{'observation_date': '2009-01-16 13:00', 'size': '2.0', 'type': 'Slab', 'trigger': 'Ma', 'aspect': 'E', 'elevation': 2300, 'slab_width': 100, 'slab_thickness': 140}]","A group of seven sledders travelled to this particular location the morning of Jan 16th, 2009. They were very familiar with the area and had ridden on this slope many times.  All sledders were equipped with ABS packs, shovels, and beacons.  They travelled directly past an avalanche located on the same face, but at a slightly lower elevation and to the right, and proceeded to ride the hill for at least 20 passes.  Two of the sledders were travelling up the hill, one ahead of the other, making left hand turns.  The others were parked. 
 
The first sledder turned lower than the second and witnessed the release of the slide above and behind him, with the second sledder near the fracture line.  The second sledder proceeded in a downward direction driving his sled at a high speed, when he was ejected from the sled after it appeared to impact something.  The sled flew out of the path of the avalanche and continued down the mountain.  The second sledder was trapped in the avalanche and was buried under approximately 5ft of snow.  The first sledder located the buried man with a probe and beacon, and he and the other group members dug him out.  His ABS pack had not been deployed.","[{'title': 'Valemount Update - Avalanche Victim From Alberta', 'source': 'RCMP North District Media Liason (Craig Douglass)', 'url': '/public/legacy_doc/bf5cbe76-a8ba-4e9d-8513-418602253ed2/090118_RCMP_PrsRlsUpdate.pdf', 'date': ['2009-01-18']}, {'title': 'Valemount - Avalanche Takes Another Life', 'source': 'RCMP North District Media Liason (Craig Douglass)', 'url': '/public/legacy_doc/b68a67a1-28db-446c-ae30-ab391ccbf5e2/090116_RCMP_PressRelease.pdf', 'date': ['2009-01-16']}, {'title': 'Snowmobiler Dies After Being Caught In Avalanche', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/a760b6c2-839c-4bb6-adda-e88f6f15f9bc/090117_GlobeAndMailArticle.pdf', 'date': ['2009-01-17']}]",Snowmobiling,14d02af3-dca2-4390-832a-ebe21a5fe28a,Clemina Creek,"[52.3186492919922, 118.577507019043]",LatLon,near Valemount,2100.0,BC,1,0.0,1.0,2009-01-16,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",Weather reported as clear and sunny,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': 'CLR', 'precip': 'Nil'}","[-119.105, 52.565278]"
94,94,"[{'observation_date': '2009-01-14', 'size': '2.0', 'type': 'Slab', 'trigger': 'Sa', 'aspect': 'SW', 'elevation': 2440, 'slab_width': 15, 'slab_thickness': 45}]","Two mountaineers were descending the Third Sister. They had begun to glissade (bum slide) with one person in front and the second approximately 20m behind. The avalanche was triggered by the party. The person in front was carried 420m by the avalanche and was buried buried under 60cm of snow. He was caried over a series of cliffs and suffered trauma. The second person was carried 30m and was able to self rescue - he did not suffer physical injuries as  a result of the avalanche. Neither member of the party was carrying any rescue gear. When the survivor was unable to spot his companion, he walked out and reported the incident. The body was located and recovered on the following day by a CARDA dog.","[{'title': 'Hiker Killed By Avalanche Outisde Banff NP', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/e7513415-d562-4781-9161-1b83ee789cff/090115_GlobeAndMailArticle.pdf', 'date': ['2009-01-15']}, {'title': ""hiker's Body Found Buried in Snow after Canmore Area Avalanche"", 'source': 'CBC News', 'url': '/public/legacy_doc/9618b561-4695-48bf-bf80-1f77514e1968/090114_CBCPressReport.pdf', 'date': ['2009-01-15']}, {'title': 'Avalanche Claims Calgary Man', 'source': 'albertalocalnews.com/Rocky Mountain outlook', 'url': '/public/legacy_doc/2db454ba-7f7c-446d-9aca-413efd6ec96f/090121_RckyMntnOutlkArticle.pdf', 'date': ['2009-01-21']}, {'title': 'Forecasters Warn of Potential For More Slides After Avalanche Kills Alberta Hiker', 'source': 'Canadian Press', 'url': '/public/legacy_doc/5ea06978-a4f5-4f6b-8d15-b84b3952f4b8/090114_CanadianPress.pdf', 'date': ['2009-01-16']}]",Mountaineering,564ef2f7-f54f-4a4e-b958-c41b3a32a786,Third Sister,"[619746.0, 5651329.0]",UTM 11 NAD27,"SW Bowl, Kananaskis Country near Canmore",2440.0,AB,1,0.0,1.0,2009-01-14,"CTE (6) SP down 25cm
CTM (14) SP down 40cm
Propagation saw test (PST) E 27/100 down 40cm on Dec 26 facets

Weak faceted snowpack","{'hs': 50, 'hn24': 0.0, 'hst': 0, 'hst_reset': ''}",See Detailed incident report for further weather information,"{'temp_present': -5, 'temp_max': None, 'temp_min': None, 'temp_trend': 'R', 'wind_speed': 'M', 'wind_dir': 'SW', 'sky': 'CLR', 'precip': 'Nil'}","[None, None]"
95,95,"[{'observation_date': '2009-01-11', 'size': '1.0', 'type': 'Slab', 'trigger': 'U', 'aspect': '', 'elevation': None, 'slab_width': None, 'slab_thickness': None}]","From the BC Coroners report:
A class 1 slab avalanche came down burying 5 sledders. Dug out 4, when they got the deceased, he was in full cardiac arrest. Did CPR for about 30 mins. Airbag pack was worn, had not been deployed - tested - was operational. Transponder was still working. Body left on mountain overnight, due to difficult conditions. Finally able to remove by nightfall on Jan 12-2009. Shovel, beacons, other equipment scattered during avalanche.","[{'title': 'Chetwynd Update - Avalanche Victim Name Released', 'source': 'RCMP North District Media Liason (Craig Douglass)', 'url': '/public/legacy_doc/6a4e4209-64e3-478c-bc85-2cff7d563b4b/090114_RCMP_PrssRlsNameRelease.pdf', 'date': ['2009-01-14']}, {'title': 'Chetwynd Update - Avalanche Victim Recovered', 'source': 'RCMP North District Media Liason (Craig Douglass)', 'url': '/public/legacy_doc/52fd03b6-43ed-47df-87f0-3e64a942bf1f/090112_RCMP_PrssRlsVctimRecvrd.pdf', 'date': ['2009-01-12']}, {'title': 'Two Snowmobilers Swept Away by Avalanche', 'source': 'Vancouver Sun', 'url': '/public/legacy_doc/7f4e021c-64c1-43bb-b598-4818732a3914/090111_VancouverSunArticle.pdf', 'date': ['2009-01-11']}, {'title': 'Avalanches Claim Two More Victims', 'source': 'globeandmail.com', 'url': '/public/legacy_doc/251a1b67-0ab1-4abe-9972-962b9af19e93/090112_GlobeAndMailArticle.pdf', 'date': ['2009-01-12']}, {'title': 'Chetwynd - Snowmobiler Caught In Avalanache', 'source': 'RCMP North District Media Liason (Craig Douglass)', 'url': '/public/legacy_doc/1e74ded7-2d31-4eb8-ac13-a8632e856d88/090111_RCMP_PressRelease.pdf', 'date': ['2009-01-11']}]",Snowmobiling,4d142fd2-013d-4803-95ce-0225901f6d76,Hassler Flats,"[126.275848388672, 55.3452987670898]",LatLon,near Chetwyn (Hassler Rd km45),1600.0,BC,1,,3.0,2009-01-11,,"{'hs': None, 'hn24': None, 'hst': None, 'hst_reset': ''}",,"{'temp_present': None, 'temp_max': None, 'temp_min': None, 'temp_trend': '', 'wind_speed': '', 'wind_dir': '', 'sky': '', 'precip': ''}","[None, None]"
